,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,healthy_bmi,quest_year,quest_month
229,5,5,3,5,3,2,4,3,3,3,8,0,6,8,7,0,4,3,5,21 to 35,Female,615.0,1,2015,8
230,4,2,8,8,8,7,8,2,9,5,9,7,7,7,2,1,6,5,10,36 to 50,Female,727.6,1,2015,8
231,4,1,2,10,7,8,10,4,6,8,5,10,7,7,1,1,10,3,10,36 to 50,Female,720.0,0,2015,8
232,5,3,4,10,10,10,10,5,6,6,10,10,7,7,2,1,4,4,10,36 to 50,Female,727.8,0,2015,8
233,5,0,10,10,10,10,6,5,10,6,8,2,8,0,1,1,10,3,10,51 or more,Female,754.8,0,2015,8
234,1,4,2,4,3,4,3,1,6,4,3,5,6,0,0,1,4,1,5,36 to 50,Male,624.2,0,2015,8
235,4,2,4,4,3,6,7,3,8,1,7,5,8,0,6,1,4,1,4,36 to 50,Female,676.4,1,2015,8
236,3,4,0,1,0,0,0,3,3,0,2,1,7,3,2,0,2,0,1,21 to 35,Male,573.2,1,2015,8
237,2,5,0,1,10,0,0,1,0,5,1,2,5,10,0,1,10,0,1,51 or more,Female,581.1,0,2015,8
238,5,3,5,2,3,5,2,1,6,1,3,4,7,10,7,1,2,2,5,36 to 50,Female,624.4,1,2015,8
239,3,1,6,5,4,7,4,1,5,3,6,3,8,10,2,1,4,5,7,21 to 35,Female,667.7,1,2015,8
240,4,2,1,3,6,3,8,2,4,4,6,4,8,0,1,1,4,5,8,21 to 35,Male,667.7,0,2015,8
241,5,2,10,10,10,5,10,5,6,4,6,2,8,0,1,1,10,6,10,21 to 35,Female,754.4,1,2015,8
242,4,3,5,9,4,10,7,3,6,4,6,1,6,0,2,1,10,3,7,36 to 50,Female,706.4,1,2015,8
243,5,5,8,4,3,9,3,1,1,2,8,1,5,6,0,1,4,1,3,51 or more,Male,645.4,1,2015,8
244,1,3,1,3,1,5,1,1,3,3,1,3,5,4,3,1,4,8,2,36 to 50,Female,598.1,0,2015,8
245,2,2,4,8,1,3,0,3,3,1,7,2,7,10,5,1,5,0,4,21 to 35,Male,625.2,1,2015,8
246,5,1,10,10,10,10,10,5,7,5,3,1,7,10,1,1,10,2,5,21 to 35,Male,728.1,1,2015,8
247,4,3,2,2,10,8,1,5,4,0,2,1,7,0,1,1,7,0,7,51 or more,Female,668.4,1,2015,8
248,2,3,9,3,2,8,3,1,8,3,6,5,8,0,10,1,10,1,8,36 to 50,Female,672.8,1,2015,8
249,5,4,6,10,10,10,2,2,7,5,8,10,6,0,3,1,10,6,3,51 or more,Female,710.2,0,2015,8
250,1,2,3,2,0,6,1,5,3,2,3,0,7,10,0,1,0,4,10,20 or younger,Male,629.5,1,2015,8
251,2,3,0,10,7,10,1,4,5,10,8,5,6,0,3,1,5,2,4,36 to 50,Female,693.2,1,2015,8
252,4,4,7,5,10,10,4,4,3,1,6,3,7,10,10,1,3,2,5,21 to 35,Male,638.6,0,2015,8
253,4,3,6,10,7,10,7,3,6,6,7,10,8,0,2,1,10,4,10,36 to 50,Male,729.1,0,2015,8
254,2,3,4,3,1,3,2,1,2,8,4,1,6,5,4,0,8,1,2,51 or more,Male,607.4,1,2015,8
255,4,4,2,5,8,10,1,4,8,2,9,2,7,0,1,1,7,1,2,21 to 35,Male,685.1,1,2015,8
256,2,5,3,5,2,10,4,1,5,6,5,0,8,5,1,1,3,3,10,21 to 35,Female,655.6,1,2015,8
257,2,1,4,2,10,2,2,2,9,2,5,1,8,0,2,1,5,5,10,36 to 50,Female,664.1,0,2015,8
258,2,2,3,8,6,3,5,5,4,1,3,1,8,0,1,1,7,1,5,21 to 35,Female,672.2,1,2015,8
259,1,2,5,6,8,7,3,3,7,2,2,3,7,0,1,1,5,5,7,51 or more,Male,665.0,0,2015,8
260,2,2,6,10,10,7,10,2,4,4,4,1,6,4,1,1,10,5,7,36 to 50,Female,687.3,0,2015,8
261,5,1,2,3,0,5,1,2,9,5,4,5,8,10,5,1,4,3,3,51 or more,Female,646.9,1,2015,8
262,4,4,10,6,10,2,8,1,8,1,8,3,8,5,5,1,7,1,5,51 or more,Male,681.7,1,2015,8
263,4,1,10,8,10,8,8,3,10,2,10,2,7,0,1,1,6,5,7,51 or more,Male,741.4,1,2015,8
264,3,1,5,4,10,10,10,4,9,6,10,5,8,8,0,1,10,7,5,21 to 35,Female,722.9,0,2015,8
265,3,4,0,6,0,4,7,0,2,2,8,2,9,6,10,1,2,0,9,20 or younger,Female,620.7,1,2015,8
266,3,4,0,4,0,3,0,0,3,0,8,2,8,7,10,1,1,0,5,20 or younger,Female,589.9,1,2015,8
267,5,1,6,5,3,10,5,0,10,3,5,10,7,0,2,1,10,2,10,21 to 35,Male,720.0,1,2015,8
268,3,3,5,1,3,1,1,1,1,0,5,0,8,10,7,1,3,1,3,21 to 35,Female,575.7,0,2015,8
269,5,1,8,10,6,10,2,0,3,6,5,0,6,5,0,1,5,0,7,51 or more,Female,684.1,1,2015,8
270,5,2,10,10,10,10,10,5,7,10,5,5,7,8,1,1,10,10,10,36 to 50,Female,769.3,1,2015,8
271,2,3,3,3,3,6,4,1,1,2,3,0,6,5,2,1,6,1,3,36 to 50,Female,620.8,1,2015,8
272,1,5,0,4,2,10,2,3,3,5,1,0,4,5,2,0,10,8,3,21 to 35,Female,601.3,0,2015,8
273,5,2,9,10,10,10,10,5,10,10,8,10,5,5,1,1,10,10,10,51 or more,Female,771.2,0,2015,8
274,4,2,5,4,10,5,1,5,7,1,8,0,7,0,4,1,4,1,10,51 or more,Female,671.3,0,2015,8
275,4,5,5,8,2,7,4,0,5,1,2,1,7,5,0,1,3,3,10,21 to 35,Male,649.7,1,2015,8
276,1,4,1,5,6,3,1,3,3,1,5,2,5,10,4,1,10,1,3,21 to 35,Male,600.6,0,2015,8
277,4,2,4,3,10,10,4,0,10,0,8,10,7,0,7,1,5,2,10,36 to 50,Female,700.2,1,2015,8
278,4,2,1,4,0,4,1,0,10,0,10,0,6,0,1,1,2,0,7,36 to 50,Female,646.0,1,2015,8
279,0,1,2,5,3,7,2,2,5,7,3,0,7,0,5,1,3,6,6,36 to 50,Female,636.3,0,2015,8
280,2,3,3,8,6,10,3,5,7,1,2,2,6,0,2,1,6,0,10,21 to 35,Female,681.8,1,2015,8
281,3,1,5,9,9,10,8,4,5,9,5,3,5,10,1,1,7,9,5,36 to 50,Male,699.2,0,2015,8
282,4,4,10,5,5,7,2,5,6,1,2,5,6,0,2,0,4,3,3,51 or more,Female,642.7,0,2015,8
283,3,3,1,4,2,10,6,5,3,2,7,8,5,3,0,0,6,2,7,21 to 35,Female,665.6,1,2015,8
284,5,0,10,6,5,6,2,1,5,1,5,2,6,0,1,1,5,10,7,51 or more,Male,684.1,0,2015,8
285,2,3,10,10,4,6,3,1,1,2,6,3,6,7,5,1,7,2,8,36 to 50,Male,641.8,0,2015,8
286,1,4,0,1,10,10,2,5,5,4,1,1,8,5,1,1,2,5,1,51 or more,Female,627.6,0,2015,8
287,3,5,5,2,10,10,5,5,7,3,5,0,5,0,4,0,10,1,10,36 to 50,Male,673.7,1,2015,8
288,1,4,10,4,10,6,10,1,8,1,3,8,7,0,1,1,10,3,5,51 or more,Male,682.2,0,2015,8
289,1,3,2,3,1,5,0,4,5,0,1,1,6,7,4,1,2,0,1,36 to 50,Female,579.6,0,2015,8
290,5,2,3,5,5,2,2,5,0,3,3,0,7,0,0,1,5,4,10,51 or more,Female,656.7,0,2015,8
291,5,2,2,2,1,2,4,0,8,4,5,2,8,0,2,0,8,4,10,20 or younger,Female,655.6,1,2015,8
292,5,2,10,6,5,6,7,0,6,8,8,3,9,0,10,1,5,6,10,20 or younger,Male,709.1,1,2015,8
293,5,5,2,3,1,1,0,0,1,1,5,1,9,5,8,0,1,0,2,21 to 35,Female,553.8,0,2015,8
294,3,4,2,4,1,7,1,2,3,3,7,3,8,5,4,1,7,0,10,21 to 35,Female,630.5,0,2015,8
295,2,1,10,8,10,6,3,2,8,7,6,3,8,0,3,1,8,4,2,20 or younger,Female,710.2,1,2015,8
296,3,1,10,10,10,7,10,5,8,5,8,10,5,8,1,1,10,4,10,36 to 50,Female,754.2,1,2015,8
297,3,3,8,6,4,10,5,2,4,3,6,2,6,0,1,0,10,1,7,36 to 50,Female,657.1,0,2015,8
298,2,5,3,4,3,10,2,0,9,3,10,2,6,8,9,0,2,2,4,21 to 35,Female,610.3,1,2015,8
299,1,3,1,0,0,2,1,1,1,0,1,0,7,10,7,1,2,0,10,21 to 35,Male,556.0,0,2015,8
300,4,5,4,1,3,10,0,0,0,1,5,0,6,10,10,0,0,0,7,21 to 35,Male,554.9,0,2015,8
301,3,1,10,2,10,5,2,5,7,4,2,1,6,0,0,1,4,4,10,36 to 50,Male,683.5,0,2015,8
302,5,2,10,3,6,6,5,2,10,2,10,5,8,1,7,1,10,5,10,21 to 35,Female,721.2,1,2015,8
303,2,3,7,6,5,10,3,3,9,5,4,2,7,0,1,1,4,4,3,21 to 35,Male,668.8,0,2015,8
304,2,2,10,5,2,10,2,1,7,3,5,5,7,5,5,0,1,5,10,36 to 50,Male,638.4,0,2015,8
305,5,5,5,2,2,0,2,2,5,1,2,1,6,10,7,0,3,0,2,21 to 35,Female,559.4,0,2015,8
306,2,4,4,3,0,10,9,1,6,3,7,10,8,7,2,1,10,2,7,36 to 50,Male,679.8,1,2015,8
307,2,1,3,2,3,1,3,2,4,2,5,3,5,2,0,1,7,5,4,21 to 35,Male,632.9,0,2015,8
308,5,3,10,10,6,10,5,1,8,2,6,2,8,5,1,1,10,10,6,36 to 50,Female,722.1,1,2015,8
309,5,2,3,2,10,6,10,4,3,3,1,10,7,10,0,1,10,2,10,51 or more,Female,683.5,0,2015,8
310,4,3,8,5,10,7,5,2,9,4,7,5,5,7,3,1,10,1,3,21 to 35,Female,691.1,1,2015,8
311,3,0,3,10,2,3,4,1,8,2,9,7,7,0,1,1,7,7,5,36 to 50,Male,702.1,1,2015,8
312,4,3,10,10,10,10,10,5,10,4,7,10,7,0,3,1,10,1,10,51 or more,Female,764.6,1,2015,8
313,4,2,3,5,2,4,5,5,8,2,8,2,7,0,0,1,10,1,10,51 or more,Male,701.9,1,2015,8
314,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,36 to 50,Male,656.7,0,2015,8
315,3,3,3,10,10,10,10,5,8,5,2,5,5,0,5,1,10,4,6,51 or more,Female,703.7,0,2015,8
316,2,3,7,6,3,10,3,4,9,1,2,5,7,10,1,1,4,1,7,21 to 35,Female,648.0,0,2015,8
317,5,1,4,5,10,3,1,3,3,1,7,1,7,0,0,1,9,1,4,51 or more,Female,683.0,1,2015,8
318,5,3,10,10,6,10,5,1,8,2,6,2,8,5,1,1,10,10,6,36 to 50,Female,722.1,1,2015,8
319,1,1,10,5,1,5,6,1,5,1,3,1,8,10,0,1,3,1,6,21 to 35,Male,643.3,1,2015,8
320,3,4,3,10,5,4,2,2,9,2,2,2,9,0,0,0,10,2,5,36 to 50,Male,643.3,0,2015,8
321,1,2,4,7,8,8,2,5,9,8,3,4,7,1,1,1,6,1,7,36 to 50,Female,682.2,0,2015,8
322,4,3,10,5,2,2,3,1,5,1,2,7,7,0,10,1,5,1,5,36 to 50,Female,646.3,1,2015,8
323,3,3,1,6,4,3,1,2,4,2,5,1,5,10,2,1,10,1,2,36 to 50,Male,626.1,1,2015,8
324,1,2,6,8,3,3,0,2,4,1,2,1,9,3,1,1,2,1,7,21 to 35,Female,622.9,0,2015,8
325,5,4,3,5,8,5,9,1,5,1,4,3,7,10,5,0,9,3,10,36 to 50,Female,633.1,0,2015,8
326,1,3,4,5,6,3,6,0,6,7,4,1,8,0,7,0,3,2,3,36 to 50,Male,609.5,0,2015,8
327,1,4,0,10,10,10,6,5,0,0,10,0,6,10,4,1,4,0,0,36 to 50,Female,625.6,0,2015,8
328,4,5,1,2,10,10,6,5,4,2,10,5,8,10,1,1,3,3,3,36 to 50,Female,656.6,0,2015,8
329,2,4,10,4,10,10,3,1,8,2,4,2,8,0,4,1,10,1,3,36 to 50,Male,663.9,0,2015,8
330,5,2,7,7,10,3,10,0,2,2,9,10,9,0,1,0,10,1,7,36 to 50,Female,704.2,1,2015,8
331,3,3,7,2,10,4,2,2,3,2,6,4,8,0,4,1,4,2,6,36 to 50,Male,666.0,1,2015,8
332,1,2,0,5,2,10,2,1,8,3,8,0,7,6,4,1,4,4,3,51 or more,Male,642.4,1,2015,8
333,3,1,3,7,6,10,5,1,6,6,8,5,7,0,4,1,3,7,7,36 to 50,Female,686.6,0,2015,8
334,3,1,4,2,2,6,1,2,7,0,6,3,9,0,0,1,2,0,6,51 or more,Male,659.4,1,2015,8
335,5,3,10,10,6,10,5,1,8,2,6,2,8,5,1,1,10,10,6,36 to 50,Female,722.1,1,2015,8
336,3,1,0,1,1,1,0,1,9,1,5,0,7,10,0,1,0,8,5,51 or more,Male,621.4,1,2015,8
337,3,3,10,7,10,10,1,5,5,7,9,7,7,0,7,1,5,7,10,36 to 50,Female,731.0,1,2015,8
338,1,3,10,10,0,10,4,1,6,1,10,1,8,0,2,0,1,1,10,21 to 35,Male,663.4,1,2015,8
339,2,3,3,8,5,4,7,2,7,5,4,4,7,0,2,0,5,8,4,20 or younger,Female,667.1,1,2015,8
340,2,5,1,3,5,2,1,0,5,4,4,2,8,0,1,0,1,1,3,36 to 50,Female,585.7,0,2015,8
341,3,2,6,2,2,3,1,1,4,1,5,5,8,0,3,0,6,2,1,36 to 50,Female,626.7,1,2015,8
342,2,5,2,1,2,5,3,5,4,2,4,1,6,0,3,0,5,1,3,21 to 35,Female,597.2,0,2015,8
343,3,2,0,1,3,5,7,4,10,8,4,2,8,6,3,1,5,3,9,21 to 35,Female,675.8,1,2015,8
344,5,1,5,5,6,3,8,3,10,6,10,10,8,0,0,1,4,5,3,51 or more,Female,729.7,1,2015,8
345,5,3,10,10,4,2,3,3,7,4,6,0,8,0,1,1,10,2,7,36 to 50,Female,703.4,1,2015,8
346,3,4,7,6,8,3,2,0,5,2,8,3,6,5,6,1,3,4,10,21 to 35,Female,655.8,1,2015,8
347,2,2,4,5,2,2,1,2,3,3,5,1,8,0,2,0,5,1,4,21 to 35,Male,625.0,1,2015,8
348,0,1,10,6,0,5,0,0,2,0,3,1,7,0,1,1,5,1,10,21 to 35,Male,626.1,0,2015,8
349,2,4,10,4,3,6,6,2,6,3,5,0,7,0,0,0,4,5,4,21 to 35,Female,653.7,1,2015,8
350,5,0,1,1,1,10,10,0,10,5,5,5,10,0,0,1,6,10,10,21 to 35,Male,724.0,1,2015,8
351,2,2,10,5,4,5,5,1,3,4,6,0,7,4,4,1,6,9,5,21 to 35,Male,670.9,1,2015,8
352,5,0,1,10,10,10,10,5,8,5,6,6,6,10,1,1,3,1,5,36 to 50,Female,699.6,0,2015,8
353,5,1,2,2,1,3,1,0,9,3,6,5,7,0,2,1,3,0,4,21 to 35,Female,635.2,0,2015,8
354,2,4,10,10,5,4,5,5,3,1,4,0,6,2,10,0,10,7,5,36 to 50,Female,655.0,1,2015,8
355,5,3,10,6,2,3,2,1,8,1,5,0,7,0,1,0,5,1,10,21 to 35,Male,657.1,1,2015,8
356,2,3,2,4,2,3,4,1,5,2,5,3,9,5,2,0,6,3,7,21 to 35,Male,611.6,0,2015,8
357,2,4,10,8,5,10,5,5,6,1,2,0,8,4,1,1,10,1,7,36 to 50,Male,672.0,0,2015,8
358,2,2,2,3,3,2,4,3,2,1,1,0,5,0,4,0,4,2,2,36 to 50,Male,584.5,0,2015,8
359,4,4,10,3,5,6,6,5,6,1,10,2,8,0,4,0,7,1,10,51 or more,Female,685.5,1,2015,8
360,4,4,1,2,0,4,2,0,2,1,2,3,6,5,10,0,2,0,3,36 to 50,Male,550.9,0,2015,8
361,1,2,2,2,6,1,2,1,2,1,2,0,6,1,3,1,6,2,6,36 to 50,Male,603.6,0,2015,8
362,5,1,3,5,5,5,2,4,6,0,8,5,7,0,0,1,3,2,5,36 to 50,Female,686.6,1,2015,8
363,3,2,5,10,8,10,5,5,6,1,7,5,6,0,5,1,10,3,5,36 to 50,Female,696.4,0,2015,8
364,5,2,3,4,4,7,2,2,5,2,10,1,7,0,5,1,2,3,7,21 to 35,Male,670.0,1,2015,8
365,4,3,2,7,4,4,0,1,8,1,6,2,7,5,7,1,2,0,7,51 or more,Female,618.2,0,2015,8
366,5,2,3,4,4,7,2,2,5,2,10,1,7,0,5,1,2,3,7,21 to 35,Male,670.0,1,2015,8
367,3,2,5,10,8,10,7,4,3,3,5,3,7,0,0,1,4,3,3,51 or more,Female,684.3,0,2015,8
368,3,2,10,3,3,3,5,2,6,1,2,3,8,0,2,1,3,3,6,21 to 35,Female,665.2,1,2015,8
369,4,1,10,5,4,5,3,3,7,1,8,2,9,0,4,1,3,5,10,21 to 35,Male,700.6,1,2015,8
370,4,3,2,4,10,6,3,3,4,5,3,1,7,10,5,1,10,10,7,51 or more,Female,656.7,0,2015,8
371,4,3,6,8,8,8,10,3,7,8,10,3,7,3,4,1,10,8,10,20 or younger,Female,741.4,1,2015,8
372,2,2,8,4,1,4,1,0,5,7,2,0,7,0,2,0,4,8,9,36 to 50,Male,627.6,0,2015,8
373,3,2,0,8,5,6,3,0,6,5,1,5,5,10,5,0,5,0,3,36 to 50,Male,611.7,1,2015,8
374,2,3,10,3,0,5,1,0,7,3,8,1,6,6,0,1,1,4,7,21 to 35,Male,645.6,1,2015,8
375,4,1,10,10,6,3,5,5,8,5,4,3,7,3,2,1,10,4,7,21 to 35,Female,704.5,0,2015,8
376,4,4,10,3,3,10,4,1,6,1,6,5,7,0,1,1,10,1,4,21 to 35,Female,684.5,1,2015,8
377,4,2,10,4,9,4,3,0,10,2,10,3,8,10,3,1,10,5,10,21 to 35,Male,699.1,1,2015,8
378,4,2,10,4,9,4,3,0,10,2,10,3,8,10,3,1,10,5,10,21 to 35,Male,699.1,1,2015,8
379,5,3,3,2,4,5,1,0,6,4,10,2,7,0,3,1,10,1,7,36 to 50,Male,671.7,1,2015,8
380,4,2,8,8,3,10,3,2,9,6,4,0,8,0,2,0,5,7,10,21 to 35,Male,694.5,1,2015,8
381,1,5,1,3,2,3,10,1,1,3,1,0,7,10,2,0,4,3,10,20 or younger,Male,596.8,1,2015,8
382,5,3,7,1,3,1,4,5,9,2,5,2,7,0,0,1,6,4,10,36 to 50,Female,691.1,1,2015,8
383,1,3,9,6,1,1,4,0,9,1,7,0,9,0,1,1,1,2,10,21 to 35,Female,640.9,0,2015,8
384,2,5,4,4,5,7,10,0,10,4,10,10,7,10,3,1,10,1,4,36 to 50,Male,661.5,0,2015,8
385,3,2,6,10,4,2,1,3,5,1,1,1,6,8,3,0,10,1,10,36 to 50,Male,622.1,0,2015,8
386,3,2,6,10,4,2,1,3,5,1,1,1,6,8,3,0,10,1,10,36 to 50,Male,622.1,0,2015,8
387,5,2,10,10,10,10,5,2,7,2,8,7,7,0,3,1,10,5,10,21 to 35,Female,747.8,1,2015,8
388,5,2,5,7,2,3,8,2,4,2,7,5,9,0,0,0,10,2,10,21 to 35,Female,690.2,1,2015,8
389,3,4,8,3,5,8,6,2,9,5,3,8,8,6,1,1,5,6,8,36 to 50,Female,694.3,1,2015,8
390,0,3,0,2,2,1,0,1,0,0,1,0,10,0,7,0,3,0,5,21 to 35,Female,551.5,0,2015,8
391,4,3,6,7,2,4,6,1,5,2,6,0,7,0,10,0,10,2,7,21 to 35,Male,645.4,1,2015,8
392,5,1,2,4,10,10,2,5,10,7,4,3,8,0,0,1,1,3,7,51 or more,Female,697.9,0,2015,8
393,3,4,2,1,10,4,0,5,7,1,5,2,6,0,1,0,10,1,5,21 to 35,Female,633.1,0,2015,8
394,4,0,3,10,10,10,8,3,7,3,4,10,7,0,0,1,10,7,10,51 or more,Male,738.5,0,2015,8
395,2,2,8,2,2,9,2,3,6,2,6,0,6,0,7,1,2,0,2,36 to 50,Male,641.8,1,2015,8
396,2,4,10,5,1,3,2,0,5,1,1,0,7,0,1,0,4,0,10,36 to 50,Male,603.6,0,2015,8
397,2,4,10,5,1,3,2,0,5,1,1,0,7,0,1,0,4,0,10,36 to 50,Male,603.6,0,2015,8
398,0,4,10,9,10,10,3,5,10,5,2,0,8,0,2,1,7,3,7,51 or more,Female,706.0,1,2015,8
399,5,3,5,10,8,10,3,3,6,2,10,2,7,5,5,1,10,2,7,36 to 50,Female,687.0,0,2015,8
400,5,3,5,10,8,10,3,3,6,2,10,2,7,5,5,1,10,2,7,36 to 50,Female,687.0,0,2015,8
401,2,4,0,7,3,1,0,5,8,0,5,10,4,0,1,1,3,1,7,51 or more,Female,637.8,0,2015,8
402,4,2,5,3,5,2,5,1,2,5,5,2,6,10,0,0,10,6,10,51 or more,Female,651.8,1,2015,8
403,2,2,10,4,1,10,1,1,8,0,4,0,5,0,10,0,10,0,5,36 to 50,Female,614.0,0,2015,8
404,1,3,2,3,8,3,2,5,9,2,1,0,8,6,1,1,10,1,3,21 to 35,Female,649.7,1,2015,8
405,1,3,2,3,8,3,3,4,9,2,1,0,8,6,0,1,10,1,2,21 to 35,Female,648.0,1,2015,8
406,5,2,7,6,4,10,5,0,7,5,10,10,7,2,0,1,6,4,8,51 or more,Male,722.7,1,2015,8
407,4,1,7,10,5,8,4,5,3,2,9,10,7,0,0,1,6,1,10,51 or more,Female,731.0,1,2015,8
408,4,2,6,4,4,8,1,5,6,1,8,1,8,0,1,1,8,1,5,51 or more,Male,690.2,1,2015,8
409,4,2,5,3,10,9,2,3,5,1,6,2,8,0,1,1,5,1,9,51 or more,Female,674.5,0,2015,8
410,5,2,6,6,3,7,6,2,5,4,7,2,8,0,0,1,10,7,7,21 to 35,Female,713.8,1,2015,8
411,2,4,5,6,7,7,7,4,6,4,5,3,7,6,7,1,5,6,6,36 to 50,Male,657.1,0,2015,8
412,3,3,2,5,2,3,8,1,10,5,3,8,7,5,2,1,3,10,5,36 to 50,Male,658.4,0,2015,8
413,3,1,8,10,7,10,7,2,9,2,9,6,7,0,0,1,10,2,8,51 or more,Female,739.5,1,2015,8
414,1,5,2,10,5,6,5,3,3,3,5,0,6,5,2,1,5,1,10,21 to 35,Female,651.8,1,2015,8
415,1,5,5,5,6,5,2,2,2,2,4,2,5,5,3,1,5,1,10,21 to 35,Female,634.4,1,2015,8
416,5,1,10,9,5,5,2,2,0,2,10,3,9,0,1,1,10,2,10,21 to 35,Female,714.6,1,2015,8
417,5,1,5,10,10,5,10,5,10,8,10,10,8,0,0,1,5,8,10,51 or more,Female,780.7,1,2015,8
418,4,1,0,7,3,10,6,5,0,4,1,10,9,0,0,1,10,5,10,51 or more,Female,700.9,0,2015,8
419,5,0,10,10,10,10,5,5,10,6,10,10,4,0,0,1,10,3,10,51 or more,Female,781.6,1,2015,8
420,5,1,10,10,10,10,10,5,10,8,10,10,6,0,0,1,10,6,10,51 or more,Female,799.0,1,2015,8
421,3,1,1,10,10,8,3,2,9,5,8,10,8,0,0,1,4,10,6,36 to 50,Male,734.4,1,2015,8
422,3,4,4,3,5,2,4,2,8,1,5,1,8,0,1,0,4,0,2,36 to 50,Female,628.4,1,2015,8
423,4,1,5,4,5,8,2,3,4,3,2,1,7,0,0,1,5,3,7,51 or more,Female,678.6,1,2015,8
424,5,4,5,5,6,8,5,3,4,1,8,1,6,5,4,1,10,1,10,51 or more,Male,681.3,1,2015,8
425,1,3,10,10,5,10,10,0,5,3,8,10,6,3,7,1,10,5,8,36 to 50,Male,693.2,0,2015,8
426,4,1,1,6,8,10,4,3,7,3,7,2,7,0,4,1,0,1,2,36 to 50,Female,659.2,0,2015,8
427,1,4,2,5,0,1,3,0,4,2,5,2,6,0,0,0,9,3,10,21 to 35,Male,607.6,0,2015,8
428,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
429,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
430,3,1,10,9,9,5,4,5,8,1,2,3,8,0,2,1,2,2,5,21 to 35,Female,699.2,1,2015,8
431,3,1,10,7,4,3,4,4,6,1,1,3,7,0,2,1,3,1,4,21 to 35,Female,671.6,1,2015,8
432,5,3,1,3,7,7,8,4,7,1,9,4,7,7,3,1,10,8,10,51 or more,Female,707.2,1,2015,8
433,5,1,10,8,4,6,3,2,8,2,4,2,7,0,0,0,5,1,7,36 to 50,Male,680.7,1,2015,8
434,4,1,0,10,0,10,3,0,7,4,9,7,8,0,0,0,10,3,5,20 or younger,Male,670.0,0,2015,8
435,2,2,3,2,1,2,1,1,1,2,1,1,8,10,1,1,7,2,4,36 to 50,Male,607.2,1,2015,8
436,5,0,3,0,2,1,4,1,10,7,10,8,10,0,3,1,5,6,10,20 or younger,Male,709.7,1,2015,8
437,3,3,4,4,3,5,4,1,5,2,5,2,7,0,10,1,5,1,7,21 to 35,Male,641.8,1,2015,8
438,1,5,5,5,3,10,1,5,0,1,5,2,8,10,4,1,10,2,3,21 to 35,Male,636.9,1,2015,8
439,3,1,3,7,8,8,7,4,8,10,5,5,5,2,2,1,10,8,10,51 or more,Female,719.6,0,2015,8
440,5,2,5,1,6,1,2,3,8,1,3,3,8,0,4,1,10,0,10,51 or more,Male,658.6,0,2015,8
441,4,4,7,7,5,10,4,3,8,6,3,3,8,0,3,0,2,1,7,20 or younger,Female,655.2,0,2015,8
442,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
443,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
444,5,2,5,7,4,1,5,0,7,1,3,0,9,0,0,1,0,2,7,51 or more,Female,660.5,1,2015,8
445,2,3,2,10,10,10,3,5,6,1,1,0,6,0,2,0,6,0,10,36 to 50,Female,649.3,0,2015,8
446,4,1,3,6,1,10,2,1,8,2,6,6,9,0,1,1,2,3,9,36 to 50,Female,673.0,0,2015,8
447,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
448,2,4,3,1,4,7,2,4,0,2,5,0,7,4,5,1,4,6,7,51 or more,Female,619.7,0,2015,8
449,4,2,5,5,10,3,4,5,5,3,5,3,6,0,1,1,8,3,10,51 or more,Male,704.5,1,2015,8
450,5,2,10,6,5,9,4,1,2,1,10,2,8,0,1,1,10,4,10,36 to 50,Male,714.4,1,2015,8
451,5,3,4,2,1,4,4,1,9,2,10,2,6,0,0,1,4,2,3,36 to 50,Female,647.7,0,2015,8
452,2,4,4,3,0,3,1,5,7,4,3,0,8,0,10,1,3,0,0,36 to 50,Female,600.8,0,2015,8
453,3,4,4,10,5,10,4,5,8,1,3,9,8,0,1,1,5,1,7,51 or more,Male,685.8,0,2015,8
454,4,0,10,8,6,5,3,2,10,3,5,5,8,0,0,1,7,7,5,21 to 35,Female,723.6,1,2015,8
455,4,3,10,5,6,4,6,5,8,1,6,3,8,10,1,1,5,1,10,20 or younger,Female,689.8,1,2015,8
456,4,1,2,5,2,4,3,1,5,0,2,3,7,5,7,1,5,1,4,20 or younger,Female,612.3,0,2015,8
457,5,2,8,10,8,10,6,0,10,8,2,1,8,0,1,1,10,8,10,21 to 35,Female,740.0,1,2015,8
458,1,5,3,7,3,10,1,1,5,1,4,5,6,10,10,1,5,1,1,21 to 35,Male,607.4,1,2015,8
459,5,3,8,3,2,2,1,0,2,1,2,0,7,0,2,1,4,1,3,51 or more,Female,627.6,1,2015,8
