;fruits_veggies;daily_stress;places_visited;core_circle;supporting_others;social_network;achievement;donation;todo_completed;flow;daily_steps;live_vision;sleep_hours;lost_vacation;daily_shouting;personal_awards;time_for_passion;weekly_meditation;age;gender;healthy_bmi;quest_year;sc_social;sc_stress;sc_fulfilment;sc_health
202;2;1;10;8;10;5;0;5;7;8;7;0;8;0;2;10;10;10;21 to 35;Male;1;2015;63,08;21,16;50,46;63,51
203;4;4;8;10;10;7;8;3;8;4;10;2;8;0;10;7;7;7;36 to 50;Female;0;2015;67,93;69,13;43,66;80,33
204;1;4;3;6;5;7;5;5;4;1;1;6;7;0;3;10;2;10;20 or younger;Female;1;2015;65,08;36,84;32,12;41,9
205;5;4;8;10;7;3;4;2;6;0;8;4;7;5;6;10;3;3;21 to 35;Female;1;2015;66,96;62,61;23,98;70,2
206;2;4;4;8;4;4;0;0;8;3;4;3;6;6;7;5;1;8;36 to 50;Male;0;2015;40,72;61,07;36,76;54,54
207;4;4;10;5;7;7;7;3;8;7;8;10;8;0;2;10;4;9;51 or more;Female;1;2015;58,22;46,32;56,7;75,57
208;3;1;10;3;10;3;3;3;7;2;10;1;8;0;1;5;5;10;36 to 50;Male;0;2015;49,07;23,03;32,12;78,66
209;3;1;10;3;10;3;3;3;7;2;10;1;8;0;1;5;5;10;36 to 50;Male;0;2015;49,07;23,03;32,12;78,66
210;4;4;5;5;3;10;4;0;9;1;3;4;7;3;3;10;1;2;51 or more;Male;0;2015;57,3;52,74;31,28;53,6
211;1;1;3;4;10;10;4;3;8;7;10;10;6;0;2;5;5;10;21 to 35;Male;1;2015;51,52;34,31;67,68;51,26
212;1;1;3;4;10;10;4;3;8;7;10;10;6;0;2;5;5;10;21 to 35;Male;1;2015;51,52;34,31;67,68;51,26
213;3;4;1;1;10;1;3;3;7;2;3;0;6;5;0;10;1;3;36 to 50;Female;0;2015;58,03;44,88;26,59;41,31
214;3;1;5;9;10;10;5;3;9;6;2;3;7;0;1;10;6;10;21 to 35;Female;1;2015;70,3;19,42;53,05;48,78
215;1;4;6;10;6;2;2;3;2;2;3;0;10;0;1;10;1;8;21 to 35;Female;1;2015;58,7;23,85;17,83;53,7
216;5;0;10;9;8;6;4;2;6;6;8;4;9;1;1;10;3;10;21 to 35;Male;1;2015;56,88;18,78;42,57;80,81
217;3;1;7;10;10;10;10;2;8;10;5;4;9;10;1;10;5;10;51 or more;Female;0;2015;59,82;37,83;76,55;58,89
218;5;1;10;7;7;10;7;0;8;10;8;3;6;0;0;10;5;10;21 to 35;Male;1;2015;58,72;30,83;60,3;70,88
219;3;4;8;5;4;10;6;5;8;7;10;8;6;0;3;7;5;3;36 to 50;Female;0;2015;65,77;56,89;53,29;58,09
220;4;5;1;4;5;10;4;5;5;3;8;1;6;5;5;5;2;5;51 or more;Female;1;2015;60,86;75,01;29,77;58,01
221;4;2;10;10;10;4;6;3;5;6;2;3;7;0;1;5;5;10;36 to 50;Male;1;2015;64,51;20,76;43,3;57,39
222;2;5;2;2;10;10;3;1;4;4;5;2;10;10;3;10;2;7;36 to 50;Male;0;2015;47,1;67,11;44,17;57,16
223;2;5;2;2;10;10;3;1;4;4;5;2;10;10;3;10;2;7;36 to 50;Male;0;2015;47,1;67,11;44,17;57,16
224;1;3;7;4;4;2;3;2;4;0;1;1;9;0;1;2;0;1;21 to 35;Male;0;2015;43,25;22,02;17,37;42,13
225;5;0;10;3;10;5;0;0;0;0;9;1;4;0;10;2;4;10;51 or more;Male;0;2015;46,87;52,41;17,18;76,5
226;4;2;8;5;4;9;5;3;6;2;7;4;8;0;10;9;3;3;36 to 50;Female;1;2015;58,65;59,34;31,58;71,6
227;4;2;8;5;4;9;5;3;6;2;7;4;8;0;10;9;3;3;36 to 50;Female;1;2015;58,65;59,34;31,58;71,6
228;4;1;8;9;3;4;6;4;6;2;4;2;9;0;1;6;3;4;21 to 35;Female;1;2015;56,6;16,51;29,63;62,12
229;5;5;3;5;3;2;4;3;3;3;8;0;6;8;7;4;3;5;21 to 35;Female;1;2015;41,92;82,07;30,97;68,49
230;4;2;8;8;8;7;8;2;9;5;9;7;7;7;2;6;5;10;36 to 50;Female;1;2015;53,63;46,38;61,2;71,81
231;4;1;2;10;7;8;10;4;6;8;5;10;7;7;1;10;3;10;36 to 50;Female;0;2015;61,05;36,86;71,7;51,97
232;5;3;4;10;10;10;10;5;6;6;10;10;7;7;2;4;4;10;36 to 50;Female;0;2015;66,91;56,4;62,92;67,62
233;5;0;10;10;10;10;6;5;10;6;8;2;8;0;1;10;3;10;51 or more;Female;0;2015;79,6;18,89;39,52;76,76
234;1;4;2;4;3;4;3;1;6;4;3;5;6;0;0;4;1;5;36 to 50;Male;0;2015;40,27;34,74;40,85;35,97
235;4;2;4;4;3;6;7;3;8;1;7;5;8;0;6;4;1;4;36 to 50;Female;1;2015;45,09;46,71;34,53;69,14
236;3;4;0;1;0;0;0;3;3;0;2;1;7;3;2;2;0;1;21 to 35;Male;1;2015;29,52;44,32;16,88;43,72
237;2;5;0;1;10;0;0;1;0;5;1;2;5;10;0;10;0;1;51 or more;Female;0;2015;49,78;58,82;33,06;20,57
238;5;3;5;2;3;5;2;1;6;1;3;4;7;10;7;2;2;5;36 to 50;Female;1;2015;29,34;67,95;37,04;65,82
239;3;1;6;5;4;7;4;1;5;3;6;3;8;10;2;4;5;7;21 to 35;Female;1;2015;34,35;42,27;51,64;60,36
240;4;2;1;3;6;3;8;2;4;4;6;4;8;0;1;4;5;8;21 to 35;Male;0;2015;34,51;32,58;51,32;62,51
241;5;2;10;10;10;5;10;5;6;4;6;2;8;0;1;10;6;10;21 to 35;Female;1;2015;77,54;26,07;39,44;73,03
242;4;3;5;9;4;10;7;3;6;4;6;1;6;0;2;10;3;7;36 to 50;Female;1;2015;71,65;42,31;34,14;56,75
243;5;5;8;4;3;9;3;1;1;2;8;1;5;6;0;4;1;3;51 or more;Male;1;2015;56,23;63,69;18,93;58,02
244;1;3;1;3;1;5;1;1;3;3;1;3;5;4;3;4;8;2;36 to 50;Female;0;2015;33,56;46,52;50,14;24,0
245;2;2;4;8;1;3;0;3;3;1;7;2;7;10;5;5;0;4;21 to 35;Male;1;2015;42,04;52,84;25,51;52,51
246;5;1;10;10;10;10;10;5;7;5;3;1;7;10;1;10;2;5;21 to 35;Male;1;2015;86,8;38,35;41,05;53,24
247;4;3;2;2;10;8;1;5;4;0;2;1;7;0;1;7;0;7;51 or more;Female;1;2015;67,4;32,87;11,31;50,31
248;2;3;9;3;2;8;3;1;8;3;6;5;8;0;10;10;1;8;36 to 50;Female;1;2015;43,8;59,57;36,13;74,27
249;5;4;6;10;10;10;2;2;7;5;8;10;6;0;3;10;6;3;51 or more;Female;0;2015;76,18;53,82;47,61;56,32
250;1;2;3;2;0;6;1;5;3;2;3;0;7;10;0;0;4;10;20 or younger;Male;1;2015;28,74;35,96;39,25;45,4
251;2;3;0;10;7;10;1;4;5;10;8;5;6;0;3;5;2;4;36 to 50;Female;1;2015;63,55;47,17;50,83;38,17
252;4;4;7;5;10;10;4;4;3;1;6;3;7;10;10;3;2;5;21 to 35;Male;0;2015;63,53;84,48;28,21;62,94
253;4;3;6;10;7;10;7;3;6;6;7;10;8;0;2;10;4;10;36 to 50;Male;0;2015;65,79;39,24;55,69;66,18
254;2;3;4;3;1;3;2;1;2;8;4;1;6;5;4;8;1;2;51 or more;Male;1;2015;36,52;54,56;42,68;40,97
255;4;4;2;5;8;10;1;4;8;2;9;2;7;0;1;7;1;2;21 to 35;Male;1;2015;69,7;48,33;20,94;57,04
256;2;5;3;5;2;10;4;1;5;6;5;0;8;5;1;3;3;10;21 to 35;Female;1;2015;35,98;53,82;47,15;57,27
257;2;1;4;2;10;2;2;2;9;2;5;1;8;0;2;5;5;10;36 to 50;Female;0;2015;38,54;20,58;40,15;62,54
258;2;2;3;8;6;3;5;5;4;1;3;1;8;0;1;7;1;5;21 to 35;Female;1;2015;63,19;20,18;21,76;44,19
259;1;2;5;6;8;7;3;3;7;2;2;3;7;0;1;5;5;7;51 or more;Male;0;2015;57,98;21,17;39,09;39,6
260;2;2;6;10;10;7;10;2;4;4;4;1;6;4;1;10;5;7;36 to 50;Female;0;2015;74,99;33,85;45,95;39,52
261;5;1;2;3;0;5;1;2;9;5;4;5;8;10;5;4;3;3;51 or more;Female;1;2015;21,84;53,18;55,43;63,39
262;4;4;10;6;10;2;8;1;8;1;8;3;8;5;5;7;1;5;51 or more;Male;1;2015;58,05;58,27;29,97;75,82
263;4;1;10;8;10;8;8;3;10;2;10;2;7;0;1;6;5;7;51 or more;Male;1;2015;71,45;27,42;37,42;71,93
264;3;1;5;4;10;10;10;4;9;6;10;5;8;8;0;10;7;5;21 to 35;Female;0;2015;62,26;43,3;69,13;58,88
265;3;4;0;6;0;4;7;0;2;2;8;2;9;6;10;2;0;9;20 or younger;Female;1;2015;19,02;76,79;38,84;76,17
266;3;4;0;4;0;3;0;0;3;0;8;2;8;7;10;1;0;5;20 or younger;Female;1;2015;16,61;78,71;26,53;69,65
267;5;1;6;5;3;10;5;0;10;3;5;10;7;0;2;10;2;10;21 to 35;Male;1;2015;46,45;30,19;50,83;71,81
268;3;3;5;1;3;1;1;1;1;0;5;0;8;10;7;3;1;3;21 to 35;Female;0;2015;24,9;65,8;23,11;61,4
269;5;1;8;10;6;10;2;0;3;6;5;0;6;5;0;5;0;7;51 or more;Female;1;2015;59,13;31,68;30,68;56,12
270;5;2;10;10;10;10;10;5;7;10;5;5;7;8;1;10;10;10;36 to 50;Female;1;2015;74,6;44,33;75,79;62,09
271;2;3;3;3;3;6;4;1;1;2;3;0;6;5;2;6;1;3;36 to 50;Female;1;2015;45,97;47,07;27,92;36,98
272;1;5;0;4;2;10;2;3;3;5;1;0;4;5;2;10;8;3;21 to 35;Female;0;2015;59,17;60,8;47,22;17,66
273;5;2;9;10;10;10;10;5;10;10;8;10;5;5;1;10;10;10;51 or more;Female;0;2015;77,83;45,81;82,68;61,57
274;4;2;5;4;10;5;1;5;7;1;8;0;7;0;4;4;1;10;51 or more;Female;0;2015;58,93;37,65;16,27;73,61
275;4;5;5;8;2;7;4;0;5;1;2;1;7;5;0;3;3;10;21 to 35;Male;1;2015;42,93;45,09;31,41;59,06
276;1;4;1;5;6;3;1;3;3;1;5;2;5;10;4;10;1;3;21 to 35;Male;0;2015;57,69;64,06;27,53;32,37
277;4;2;4;3;10;10;4;0;10;0;8;10;7;0;7;5;2;10;36 to 50;Female;1;2015;46,92;51,91;43,74;75,27
278;4;2;1;4;0;4;1;0;10;0;10;0;6;0;1;2;0;7;36 to 50;Female;1;2015;28,72;35,67;23,12;71,72
279;0;1;2;5;3;7;2;2;5;7;3;0;7;0;5;3;6;6;36 to 50;Female;0;2015;35,05;32,32;54,25;36,9
280;2;3;3;8;6;10;3;5;7;1;2;2;6;0;2;6;0;10;21 to 35;Female;1;2015;71,98;30,86;21,45;44,05
281;3;1;5;9;9;10;8;4;5;9;5;3;5;10;1;7;9;5;36 to 50;Male;0;2015;68,62;45,93;72,78;34,38
282;4;4;10;5;5;7;2;5;6;1;2;5;6;0;2;4;3;3;51 or more;Female;0;2015;68,39;39,29;20,88;50,43
283;3;3;1;4;2;10;6;5;3;2;7;8;5;3;0;6;2;7;21 to 35;Female;1;2015;58,05;45,44;40,4;44,81
284;5;0;10;6;5;6;2;1;5;1;5;2;6;0;1;5;10;7;51 or more;Male;0;2015;48,56;19,23;38,48;64,32
285;2;3;10;10;4;6;3;1;1;2;6;3;6;7;5;7;2;8;36 to 50;Male;0;2015;57,11;53,29;29,09;54,83
286;1;4;0;1;10;10;2;5;5;4;1;1;8;5;1;2;5;1;51 or more;Female;0;2015;55,31;46,12;42,75;25,45
287;3;5;5;2;10;10;5;5;7;3;5;0;5;0;4;10;1;10;36 to 50;Male;1;2015;78,75;58,86;22,5;56,47
288;1;4;10;4;10;6;10;1;8;1;3;8;7;0;1;10;3;5;51 or more;Male;0;2015;68,52;35,14;43,1;44,85
289;1;3;2;3;1;5;0;4;5;0;1;1;6;7;4;2;0;1;36 to 50;Female;0;2015;43,72;48,44;21,88;30,07
290;5;2;3;5;5;2;2;5;0;3;3;0;7;0;0;5;4;10;51 or more;Female;0;2015;48,18;23,19;24,18;59,83
291;5;2;2;2;1;2;4;0;8;4;5;2;8;0;2;8;4;10;20 or younger;Female;1;2015;21,81;33,87;46,41;77,36
292;5;2;10;6;5;6;7;0;6;8;8;3;9;0;10;5;6;10;20 or younger;Male;1;2015;33,47;58,79;58,05;92,81
293;5;5;2;3;1;1;0;0;1;1;5;1;9;5;8;1;0;2;21 to 35;Female;0;2015;18,76;73,58;19,09;71,45
294;3;4;2;4;1;7;1;2;3;3;7;3;8;5;4;7;0;10;21 to 35;Female;0;2015;35,22;58,14;31,63;68,31
295;2;1;10;8;10;6;3;2;8;7;6;3;8;0;3;8;4;2;20 or younger;Female;1;2015;64,14;26,77;45,45;51,42
296;3;1;10;10;10;7;10;5;8;5;8;10;5;8;1;10;4;10;36 to 50;Female;1;2015;79,47;37,81;60,45;55,04
297;3;3;8;6;4;10;5;2;4;3;6;2;6;0;1;10;1;7;36 to 50;Female;0;2015;67,46;38,43;25,96;55,3
298;2;5;3;4;3;10;2;0;9;3;10;2;6;8;9;2;2;4;21 to 35;Female;1;2015;37,58;90,72;42,29;61,75
299;1;3;1;0;0;2;1;1;1;0;1;0;7;10;7;2;0;10;21 to 35;Male;0;2015;13,43;59,87;29,45;50,34
300;4;5;4;1;3;10;0;0;0;1;5;0;6;10;10;0;0;7;21 to 35;Male;0;2015;31,33;93,88;21,66;64,03
301;3;1;10;2;10;5;2;5;7;4;2;1;6;0;0;4;4;10;36 to 50;Male;0;2015;59,87;14,89;32,0;54,32
302;5;2;10;3;6;6;5;2;10;2;10;5;8;1;7;10;5;10;21 to 35;Female;1;2015;48,09;52,92;41,47;95,3
303;2;3;7;6;5;10;3;3;9;5;4;2;7;0;1;4;4;3;21 to 35;Male;0;2015;59,84;33,66;40,67;44,87
304;2;2;10;5;2;10;2;1;7;3;5;5;7;5;5;1;5;10;36 to 50;Male;0;2015;35,39;45,56;48,67;63,99
305;5;5;5;2;2;0;2;2;5;1;2;1;6;10;7;3;0;2;21 to 35;Female;0;2015;35,05;77,21;22,41;59,18
306;2;4;4;3;0;10;9;1;6;3;7;10;8;7;2;10;2;7;36 to 50;Male;1;2015;40,23;59,44;59,21;58,74
307;2;1;3;2;3;1;3;2;4;2;5;3;5;2;0;7;5;4;21 to 35;Male;0;2015;39,58;26,19;40,04;39,8
308;5;3;10;10;6;10;5;1;8;2;6;2;8;5;1;10;10;6;36 to 50;Female;1;2015;64,64;42,86;46,28;69,38
309;5;2;3;2;10;6;10;4;3;3;1;10;7;10;0;10;2;10;51 or more;Female;0;2015;56,63;42,39;55,46;51,85
310;4;3;8;5;10;7;5;2;9;4;7;5;5;7;3;10;1;3;21 to 35;Female;1;2015;71,26;58,33;39,3;54,04
311;3;0;3;10;2;3;4;1;8;2;9;7;7;0;1;7;7;5;36 to 50;Male;1;2015;41,17;19,39;53,11;58,14
312;4;3;10;10;10;10;10;5;10;4;7;10;7;0;3;10;1;10;51 or more;Female;1;2015;86,24;40,01;44,19;69,08
313;4;2;3;5;2;4;5;5;8;2;8;2;7;0;0;10;1;10;51 or more;Male;1;2015;54,11;28,08;28,31;71,18
314;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;36 to 50;Male;0;2015;58,48;70,66;43,58;56,43
315;3;3;3;10;10;10;10;5;8;5;2;5;5;0;5;10;4;6;51 or more;Female;0;2015;88,28;46,76;48,49;36,62
316;2;3;7;6;3;10;3;4;9;1;2;5;7;10;1;4;1;7;21 to 35;Female;0;2015;55,34;42,82;37,64;47,14
317;5;1;4;5;10;3;1;3;3;1;7;1;7;0;0;9;1;4;51 or more;Female;1;2015;63,04;23,57;14,18;59,61
318;5;3;10;10;6;10;5;1;8;2;6;2;8;5;1;10;10;6;36 to 50;Female;1;2015;64,64;42,86;46,28;69,38
319;1;1;10;5;1;5;6;1;5;1;3;1;8;10;0;3;1;6;21 to 35;Male;1;2015;36,41;27,34;36,94;49,84
320;3;4;3;10;5;4;2;2;9;2;2;2;9;0;0;10;2;5;36 to 50;Male;0;2015;58,49;26,13;28,42;52,77
321;1;2;4;7;8;8;2;5;9;8;3;4;7;1;1;6;1;7;36 to 50;Female;0;2015;63,16;25,06;47,33;38,68
322;4;3;10;5;2;2;3;1;5;1;2;7;7;0;10;5;1;5;36 to 50;Female;1;2015;40,66;54,06;27,44;67,55
323;3;3;1;6;4;3;1;2;4;2;5;1;5;10;2;10;1;2;36 to 50;Male;1;2015;53,56;55,82;28,99;38,47
324;1;2;6;8;3;3;0;2;4;1;2;1;9;3;1;2;1;7;21 to 35;Female;0;2015;38,31;18,2;24,17;49,24
325;5;4;3;5;8;5;9;1;5;1;4;3;7;10;5;9;3;10;36 to 50;Female;0;2015;50,22;68,54;42,97;67,42
326;1;3;4;5;6;3;6;0;6;7;4;1;8;0;7;3;2;3;36 to 50;Male;0;2015;36,02;49,22;48,82;47,96
327;1;4;0;10;10;10;6;5;0;0;10;0;6;10;4;4;0;0;36 to 50;Female;0;2015;81,18;70,83;19,86;30,43
328;4;5;1;2;10;10;6;5;4;2;10;5;8;10;1;3;3;3;36 to 50;Female;0;2015;57,71;72,53;41,24;58,0
329;2;4;10;4;10;10;3;1;8;2;4;2;8;0;4;10;1;3;36 to 50;Male;0;2015;70,8;46,2;23,68;54,48
330;5;2;7;7;10;3;10;0;2;2;9;10;9;0;1;10;1;7;36 to 50;Female;1;2015;54,72;32,32;40,9;75,19
331;3;3;7;2;10;4;2;2;3;2;6;4;8;0;4;4;2;6;36 to 50;Male;1;2015;47,45;42,19;27,11;63,09
332;1;2;0;5;2;10;2;1;8;3;8;0;7;6;4;4;4;3;51 or more;Male;1;2015;38,01;52,82;46,12;45,99
333;3;1;3;7;6;10;5;1;6;6;8;5;7;0;4;3;7;7;36 to 50;Female;0;2015;43,46;39,41;61,17;57,34
334;3;1;4;2;2;6;1;2;7;0;6;3;9;0;0;2;0;6;51 or more;Male;1;2015;31,21;18,47;24,96;65,62
335;5;3;10;10;6;10;5;1;8;2;6;2;8;5;1;10;10;6;36 to 50;Female;1;2015;64,64;42,86;46,28;69,38
336;3;1;0;1;1;1;0;1;9;1;5;0;7;10;0;0;8;5;51 or more;Male;1;2015;9,45;36,0;52,44;54,01
337;3;3;10;7;10;10;1;5;5;7;9;7;7;0;7;5;7;10;36 to 50;Female;1;2015;64,43;54,62;49,48;70,1
338;1;3;10;10;0;10;4;1;6;1;10;1;8;0;2;1;1;10;21 to 35;Male;1;2015;47,35;34,19;24,91;70,62
339;2;3;3;8;5;4;7;2;7;5;4;4;7;0;2;5;8;4;20 or younger;Female;1;2015;48,47;35,46;58,36;42,57
340;2;5;1;3;5;2;1;0;5;4;4;2;8;0;1;1;1;3;36 to 50;Female;0;2015;29,29;42,93;33,76;47,04
341;3;2;6;2;2;3;1;1;4;1;5;5;8;0;3;6;2;1;36 to 50;Female;1;2015;35,5;34,41;28,19;56,27
342;2;5;2;1;2;5;3;5;4;2;4;1;6;0;3;5;1;3;21 to 35;Female;0;2015;51,96;53,13;21,23;43,08
343;3;2;0;1;3;5;7;4;10;8;4;2;8;6;3;5;3;9;21 to 35;Female;1;2015;29,19;45,96;64,67;60,41
344;5;1;5;5;6;3;8;3;10;6;10;10;8;0;0;4;5;3;51 or more;Female;1;2015;42,36;28,56;63,84;69,83
345;5;3;10;10;4;2;3;3;7;4;6;0;8;0;1;10;2;7;36 to 50;Female;1;2015;61,79;29,28;22,35;75,44
346;3;4;7;6;8;3;2;0;5;2;8;3;6;5;6;3;4;10;21 to 35;Female;1;2015;41,25;62,23;36,38;69,12
347;2;2;4;5;2;2;1;2;3;3;5;1;8;0;2;5;1;4;21 to 35;Male;1;2015;37,43;27,85;26,16;52,0
348;0;1;10;6;0;5;0;0;2;0;3;1;7;0;1;5;1;10;21 to 35;Male;0;2015;38,08;11,9;19,33;49,94
349;2;4;10;4;3;6;6;2;6;3;5;0;7;0;0;4;5;4;21 to 35;Female;1;2015;51,71;36,18;34,03;53,26
350;5;0;1;1;1;10;10;0;10;5;5;5;10;0;0;6;10;10;21 to 35;Male;1;2015;17,61;22,09;79,44;76,85
351;2;2;10;5;4;5;5;1;3;4;6;0;7;4;4;6;9;5;21 to 35;Male;1;2015;43,55;44,44;47,92;55,98
352;5;0;1;10;10;10;10;5;8;5;6;6;6;10;1;3;1;5;36 to 50;Female;0;2015;70,09;40,07;55,95;46,17
353;5;1;2;2;1;3;1;0;9;3;6;5;7;0;2;3;0;4;21 to 35;Female;0;2015;23,19;31,27;37,2;66,69
354;2;4;10;10;5;4;5;5;3;1;4;0;6;2;10;10;7;5;36 to 50;Female;1;2015;75,39;62,45;24,63;53,05
355;5;3;10;6;2;3;2;1;8;1;5;0;7;0;1;5;1;10;21 to 35;Male;1;2015;44,31;29,87;17,43;79,76
356;2;3;2;4;2;3;4;1;5;2;5;3;9;5;2;6;3;7;21 to 35;Male;0;2015;27,81;41,09;43,12;58,91
357;2;4;10;8;5;10;5;5;6;1;2;0;8;4;1;10;1;7;36 to 50;Male;0;2015;78,96;36,69;18,41;51,64
358;2;2;2;3;3;2;4;3;2;1;1;0;5;0;4;4;2;2;36 to 50;Male;0;2015;47,72;35,8;23,04;31,31
359;4;4;10;3;5;6;6;5;6;1;10;2;8;0;4;7;1;10;51 or more;Female;1;2015;59,24;51,24;19,04;87,43
360;4;4;1;2;0;4;2;0;2;1;2;3;6;5;10;2;0;3;36 to 50;Male;0;2015;25,56;76,23;27,62;53,26
361;1;2;2;2;6;1;2;1;2;1;2;0;6;1;3;6;2;6;36 to 50;Male;0;2015;39,68;31,57;26,15;37,64
362;5;1;3;5;5;5;2;4;6;0;8;5;7;0;0;3;2;5;36 to 50;Female;1;2015;49,83;24,51;25,36;64,41
363;3;2;5;10;8;10;5;5;6;1;7;5;6;0;5;10;3;5;36 to 50;Female;0;2015;84,12;42,7;28,57;50,8
364;5;2;3;4;4;7;2;2;5;2;10;1;7;0;5;2;3;7;21 to 35;Male;1;2015;39,21;49,86;28,51;76,83
365;4;3;2;7;4;4;0;1;8;1;6;2;7;5;7;2;0;7;51 or more;Female;0;2015;36,37;57,76;27,02;67,84
366;5;2;3;4;4;7;2;2;5;2;10;1;7;0;5;2;3;7;21 to 35;Male;1;2015;39,21;49,86;28,51;76,83
367;3;2;5;10;8;10;7;4;3;3;5;3;7;0;0;4;3;3;51 or more;Female;0;2015;75,1;26,87;32,84;40,34
368;3;2;10;3;3;3;5;2;6;1;2;3;8;0;2;3;3;6;21 to 35;Female;1;2015;39,99;24,05;30,93;61,18
369;4;1;10;5;4;5;3;3;7;1;8;2;9;0;4;3;5;10;21 to 35;Male;1;2015;39,82;28,84;31,71;86,29
370;4;3;2;4;10;6;3;3;4;5;3;1;7;10;5;10;10;7;51 or more;Female;0;2015;51,22;63,63;57,49;51,81
371;4;3;6;8;8;8;10;3;7;8;10;3;7;3;4;10;8;10;20 or younger;Female;1;2015;61,73;56,85;64,9;72,35
372;2;2;8;4;1;4;1;0;5;7;2;0;7;0;2;4;8;9;36 to 50;Male;0;2015;25,7;26,91;52,86;54,67
373;3;2;0;8;5;6;3;0;6;5;1;5;5;10;5;5;0;3;36 to 50;Male;1;2015;45,1;56,13;50,12;31,04
374;2;3;10;3;0;5;1;0;7;3;8;1;6;6;0;1;4;7;21 to 35;Male;1;2015;28,18;42,64;38,98;62,66
375;4;1;10;10;6;3;5;5;8;5;4;3;7;3;2;10;4;7;21 to 35;Female;0;2015;68,55;24,41;39,8;60,82
376;4;4;10;3;3;10;4;1;6;1;6;5;7;0;1;10;1;4;21 to 35;Female;1;2015;60,7;44,88;23,79;64,33
377;4;2;10;4;9;4;3;0;10;2;10;3;8;10;3;10;5;10;21 to 35;Male;1;2015;43,12;51,91;46,37;85,81
378;4;2;10;4;9;4;3;0;10;2;10;3;8;10;3;10;5;10;21 to 35;Male;1;2015;43,12;51,91;46,37;85,81
379;5;3;3;2;4;5;1;0;6;4;10;2;7;0;3;10;1;7;36 to 50;Male;1;2015;38,78;51,34;30,73;78,09
380;4;2;8;8;3;10;3;2;9;6;4;0;8;0;2;5;7;10;21 to 35;Male;1;2015;48,25;29,41;48,04;69,19
381;1;5;1;3;2;3;10;1;1;3;1;0;7;10;2;4;3;10;20 or younger;Male;1;2015;29,27;59,24;49,45;41,74
382;5;3;7;1;3;1;4;5;9;2;5;2;7;0;0;6;4;10;36 to 50;Female;1;2015;43,28;30,0;30,93;77,06
383;1;3;9;6;1;1;4;0;9;1;7;0;9;0;1;1;2;10;21 to 35;Female;0;2015;25,89;23,84;31,03;73,8
384;2;5;4;4;5;7;10;0;10;4;10;10;7;10;3;10;1;4;36 to 50;Male;0;2015;47,16;75,95;63,64;58,49
385;3;2;6;10;4;2;1;3;5;1;1;1;6;8;3;10;1;10;36 to 50;Male;0;2015;57,9;34,98;23,83;51,08
386;3;2;6;10;4;2;1;3;5;1;1;1;6;8;3;10;1;10;36 to 50;Male;0;2015;57,9;34,98;23,83;51,08
387;5;2;10;10;10;10;5;2;7;2;8;7;7;0;3;10;5;10;21 to 35;Female;1;2015;74,77;36,86;38,18;75,01
388;5;2;5;7;2;3;8;2;4;2;7;5;9;0;0;10;2;10;21 to 35;Female;1;2015;44,4;25,6;36,43;78,72
389;3;4;8;3;5;8;6;2;9;5;3;8;8;6;1;5;6;8;36 to 50;Female;1;2015;41,84;47,12;63,37;59,58
390;0;3;0;2;2;1;0;1;0;0;1;0;10;0;7;3;0;5;21 to 35;Female;0;2015;19,6;39,18;19,75;46,77
391;4;3;6;7;2;4;6;1;5;2;6;0;7;0;10;10;2;7;21 to 35;Male;1;2015;49,82;61,47;26,48;73,85
392;5;1;2;4;10;10;2;5;10;7;4;3;8;0;0;1;3;7;51 or more;Female;0;2015;53,48;22,89;47,18;58,96
393;3;4;2;1;10;4;0;5;7;1;5;2;6;0;1;10;1;5;21 to 35;Female;0;2015;66,85;41,07;17,02;49,27
394;4;0;3;10;10;10;8;3;7;3;4;10;7;0;0;10;7;10;51 or more;Male;0;2015;69,71;14,89;60,57;50,81
395;2;2;8;2;2;9;2;3;6;2;6;0;6;0;7;2;0;2;36 to 50;Male;1;2015;50,49;50,11;19,49;53,78
396;2;4;10;5;1;3;2;0;5;1;1;0;7;0;1;4;0;10;36 to 50;Male;0;2015;39,22;28,11;17,57;58,84
397;2;4;10;5;1;3;2;0;5;1;1;0;7;0;1;4;0;10;36 to 50;Male;0;2015;39,22;28,11;17,57;58,84
398;0;4;10;9;10;10;3;5;10;5;2;0;8;0;2;7;3;7;51 or more;Female;1;2015;81,01;30,05;32,59;42,97
399;5;3;5;10;8;10;3;3;6;2;10;2;7;5;5;10;2;7;36 to 50;Female;0;2015;72,78;60,32;26,39;72,6
400;5;3;5;10;8;10;3;3;6;2;10;2;7;5;5;10;2;7;36 to 50;Female;0;2015;72,78;60,32;26,39;72,6
401;2;4;0;7;3;1;0;5;8;0;5;10;4;0;1;3;1;7;51 or more;Female;0;2015;51,97;35,93;30,59;39,63
402;4;2;5;3;5;2;5;1;2;5;5;2;6;10;0;10;6;10;51 or more;Female;1;2015;37,05;45,1;53,37;58,41
403;2;2;10;4;1;10;1;1;8;0;4;0;5;0;10;10;0;5;36 to 50;Female;0;2015;60,19;55,32;14,2;57,83
404;1;3;2;3;8;3;2;5;9;2;1;0;8;6;1;10;1;3;21 to 35;Female;1;2015;59,45;34,22;29,55;36,62
405;1;3;2;3;8;3;3;4;9;2;1;0;8;6;0;10;1;2;21 to 35;Female;1;2015;58,28;32,32;31,44;34,36
